Name_p1,Type_1_p1,Type_2_p1,HP_p1,Attack_p1,Defense_p1,SpAtk_p1,SpDef_p1,Speed_p1,Generation_p1,Legendary_p1,Name_p2,Type_1_p2,Type_2_p2,HP_p2,Attack_p2,Defense_p2,SpAtk_p2,SpDef_p2,Speed_p2,Generation_p2,Legendary_p2,label
464,8,17,60.0,60.0,60.0,85.0,85.0,85.0,2.0,0,486,0,7,61,90,45,50,50,160,3,0,1
748,17,17,59.0,63.0,80.0,65.0,80.0,58.0,1.0,0,486,0,7,61,90,45,50,50,160,3,0,1
415,14,4,68.0,85.0,65.0,165.0,135.0,100.0,3.0,0,486,0,7,61,90,45,50,50,160,3,0,1
643,4,17,60.0,80.0,50.0,40.0,40.0,30.0,2.0,0,486,0,7,61,90,45,50,50,160,3,0,1
180,6,5,110.0,123.0,65.0,100.0,65.0,65.0,5.0,0,486,0,7,61,90,45,50,50,160,3,0,1
671,0,9,55.0,63.0,90.0,50.0,80.0,42.0,5.0,0,486,0,7,61,90,45,50,50,160,3,0,1
5,16,8,60.0,50.0,150.0,50.0,150.0,60.0,6.0,0,486,0,7,61,90,45,50,50,160,3,0,1
362,5,16,70.0,110.0,70.0,115.0,70.0,90.0,4.0,0,486,0,7,61,90,45,50,50,160,3,0,1
216,3,11,50.0,65.0,107.0,105.0,107.0,86.0,4.0,0,486,0,7,61,90,45,50,50,160,3,0,1
90,9,5,88.0,107.0,122.0,74.0,75.0,64.0,6.0,0,486,0,7,61,90,45,50,50,160,3,0,1
595,9,17,40.0,40.0,50.0,30.0,30.0,30.0,3.0,0,486,0,7,61,90,45,50,50,160,3,0,1
77,17,1,45.0,90.0,20.0,65.0,20.0,65.0,3.0,0,486,0,7,61,90,45,50,50,160,3,0,1
260,17,1,72.0,95.0,67.0,103.0,71.0,122.0,6.0,0,486,0,7,61,90,45,50,50,160,3,0,1
700,7,17,79.0,115.0,70.0,125.0,80.0,111.0,5.0,1,486,0,7,61,90,45,50,50,160,3,0,1
337,10,7,89.0,125.0,90.0,115.0,80.0,101.0,5.0,1,486,0,7,61,90,45,50,50,160,3,0,1
645,15,14,70.0,95.0,85.0,55.0,65.0,70.0,3.0,0,486,0,7,61,90,45,50,50,160,3,0,1
713,3,17,35.0,55.0,40.0,45.0,40.0,60.0,5.0,0,486,0,7,61,90,45,50,50,160,3,0,1
146,12,7,60.0,110.0,70.0,60.0,60.0,100.0,1.0,0,486,0,7,61,90,45,50,50,160,3,0,1
350,12,17,90.0,55.0,75.0,60.0,75.0,30.0,1.0,0,486,0,7,61,90,45,50,50,160,3,0,1
92,9,17,45.0,49.0,65.0,49.0,65.0,45.0,2.0,0,486,0,7,61,90,45,50,50,160,3,0,1
346,0,9,75.0,103.0,80.0,70.0,80.0,92.0,5.0,0,486,0,7,61,90,45,50,50,160,3,0,1
321,16,17,60.0,80.0,95.0,70.0,85.0,50.0,5.0,0,486,0,7,61,90,45,50,50,160,3,0,1
651,8,1,50.0,92.0,108.0,92.0,108.0,35.0,4.0,0,486,0,7,61,90,45,50,50,160,3,0,1
208,10,2,80.0,100.0,80.0,80.0,80.0,100.0,3.0,0,486,0,7,61,90,45,50,50,160,3,0,1
187,10,16,110.0,135.0,60.0,50.0,65.0,88.0,5.0,0,486,0,7,61,90,45,50,50,160,3,0,1
65,17,17,55.0,65.0,35.0,60.0,30.0,85.0,4.0,0,486,0,7,61,90,45,50,50,160,3,0,1
127,6,17,105.0,140.0,55.0,30.0,55.0,95.0,5.0,0,486,0,7,61,90,45,50,50,160,3,0,0
778,12,17,38.0,30.0,41.0,30.0,41.0,60.0,3.0,0,486,0,7,61,90,45,50,50,160,3,0,1
95,17,3,75.0,38.0,38.0,56.0,56.0,67.0,2.0,0,486,0,7,61,90,45,50,50,160,3,0,1
559,12,17,30.0,56.0,35.0,25.0,35.0,72.0,1.0,0,486,0,7,61,90,45,50,50,160,3,0,1
409,6,10,70.0,120.0,100.0,145.0,105.0,20.0,3.0,0,486,0,7,61,90,45,50,50,160,3,0,1
183,6,17,115.0,115.0,85.0,90.0,75.0,100.0,2.0,1,486,0,7,61,90,45,50,50,160,3,0,1
375,17,17,20.0,10.0,55.0,15.0,20.0,80.0,1.0,0,486,0,7,61,90,45,50,50,160,3,0,1
174,3,17,65.0,83.0,57.0,95.0,85.0,105.0,1.0,0,486,0,7,61,90,45,50,50,160,3,0,1
347,0,7,55.0,35.0,50.0,55.0,110.0,85.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,1
509,12,17,45.0,55.0,39.0,35.0,39.0,42.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,0
702,9,10,95.0,109.0,105.0,75.0,85.0,56.0,4.0,0,570,10,15,80,85,95,30,30,25,1,0,0
269,17,7,95.0,125.0,79.0,60.0,100.0,81.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,0
774,12,17,73.0,115.0,60.0,60.0,60.0,90.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,0
739,0,17,65.0,73.0,55.0,47.0,75.0,85.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,0
721,5,17,65.0,105.0,60.0,60.0,70.0,95.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,0
561,11,17,80.0,50.0,100.0,100.0,200.0,50.0,3.0,1,570,10,15,80,85,95,30,30,25,1,0,0
17,13,17,60.0,85.0,69.0,65.0,79.0,80.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,1
616,14,7,72.0,58.0,80.0,103.0,80.0,97.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,1
261,13,17,80.0,80.0,50.0,40.0,50.0,25.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,1
662,12,17,85.0,110.0,90.0,45.0,90.0,80.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,0
317,17,5,91.0,72.0,90.0,129.0,90.0,108.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,0
617,0,17,50.0,35.0,55.0,25.0,25.0,15.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,1
399,15,7,80.0,135.0,85.0,70.0,95.0,150.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,1
46,9,17,75.0,80.0,95.0,90.0,100.0,50.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,0
435,2,7,95.0,145.0,130.0,120.0,90.0,120.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,0
552,17,13,65.0,95.0,75.0,55.0,55.0,85.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,0
601,0,9,45.0,53.0,70.0,40.0,60.0,42.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,0
119,13,7,85.0,90.0,80.0,70.0,80.0,130.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,1
483,13,17,61.0,72.0,57.0,55.0,55.0,65.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,1
579,2,7,95.0,135.0,80.0,110.0,80.0,100.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,0
247,10,8,89.0,124.0,80.0,55.0,80.0,55.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,0
303,12,4,115.0,45.0,20.0,45.0,25.0,20.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,1
545,15,10,70.0,84.0,70.0,65.0,70.0,51.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,0
322,16,4,57.0,80.0,91.0,80.0,87.0,75.0,6.0,0,570,10,15,80,85,95,30,30,25,1,0,0
686,17,13,40.0,40.0,35.0,50.0,100.0,70.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,1
166,8,17,45.0,100.0,135.0,65.0,135.0,45.0,4.0,0,570,10,15,80,85,95,30,30,25,1,0,0
215,11,8,70.0,80.0,70.0,80.0,70.0,110.0,4.0,0,570,10,15,80,85,95,30,30,25,1,0,0
512,12,17,65.0,70.0,60.0,65.0,65.0,115.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,1
700,7,17,79.0,115.0,70.0,125.0,80.0,111.0,5.0,1,570,10,15,80,85,95,30,30,25,1,0,0
459,17,17,95.0,60.0,79.0,100.0,125.0,81.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,0
349,12,17,110.0,85.0,95.0,80.0,95.0,50.0,4.0,0,570,10,15,80,85,95,30,30,25,1,0,0
713,3,17,35.0,55.0,40.0,45.0,40.0,60.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,1
275,6,17,85.0,97.0,66.0,105.0,66.0,65.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,0
581,10,1,50.0,72.0,35.0,35.0,35.0,65.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,0
172,12,17,55.0,55.0,50.0,45.0,65.0,55.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,0
437,0,16,70.0,150.0,140.0,65.0,100.0,75.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,0
258,4,17,90.0,120.0,75.0,60.0,60.0,45.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,0
455,14,17,106.0,110.0,90.0,154.0,90.0,130.0,1.0,1,570,10,15,80,85,95,30,30,25,1,0,0
644,14,17,45.0,30.0,40.0,105.0,50.0,20.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,1
560,2,7,105.0,150.0,90.0,150.0,90.0,95.0,3.0,1,570,10,15,80,85,95,30,30,25,1,0,0
40,9,17,60.0,62.0,80.0,63.0,80.0,60.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,0
140,17,11,90.0,70.0,80.0,70.0,95.0,70.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,0
582,10,17,75.0,100.0,110.0,45.0,55.0,65.0,1.0,0,570,10,15,80,85,95,30,30,25,1,0,0
486,0,7,61.0,90.0,45.0,50.0,50.0,160.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,1
101,10,14,60.0,70.0,105.0,70.0,120.0,75.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,0
127,6,17,105.0,140.0,55.0,30.0,55.0,95.0,5.0,0,570,10,15,80,85,95,30,30,25,1,0,0
49,12,18,79.0,85.0,60.0,55.0,60.0,71.0,4.0,0,570,10,15,80,85,95,30,30,25,1,0,0
528,3,17,60.0,50.0,40.0,85.0,75.0,95.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,1
587,0,16,70.0,130.0,100.0,55.0,80.0,65.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,0
542,8,9,49.0,66.0,70.0,44.0,55.0,51.0,6.0,0,570,10,15,80,85,95,30,30,25,1,0,0
562,12,17,110.0,160.0,110.0,80.0,110.0,100.0,4.0,1,570,10,15,80,85,95,30,30,25,1,0,0
194,17,17,20.0,15.0,20.0,10.0,55.0,80.0,3.0,0,570,10,15,80,85,95,30,30,25,1,0,1
517,3,17,20.0,40.0,15.0,35.0,35.0,60.0,2.0,0,570,10,15,80,85,95,30,30,25,1,0,1
347,0,7,55.0,35.0,50.0,55.0,110.0,85.0,2.0,0,119,13,7,85,90,80,70,80,130,2,0,1
667,9,17,75.0,75.0,55.0,105.0,85.0,30.0,2.0,0,119,13,7,85,90,80,70,80,130,2,0,1
373,6,17,45.0,75.0,37.0,70.0,55.0,83.0,2.0,0,119,13,7,85,90,80,70,80,130,2,0,1
179,14,17,55.0,55.0,55.0,85.0,55.0,30.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
67,12,17,55.0,66.0,44.0,44.0,56.0,85.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
702,9,10,95.0,109.0,105.0,75.0,85.0,56.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
59,6,17,59.0,59.0,58.0,90.0,70.0,73.0,6.0,0,119,13,7,85,90,80,70,80,130,2,0,1
388,17,7,45.0,20.0,50.0,60.0,120.0,50.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
469,3,9,50.0,65.0,107.0,105.0,107.0,86.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
109,6,5,60.0,85.0,60.0,85.0,60.0,55.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
561,11,17,80.0,50.0,100.0,100.0,200.0,50.0,3.0,1,119,13,7,85,90,80,70,80,130,2,0,1
715,15,1,100.0,134.0,110.0,95.0,100.0,61.0,2.0,0,119,13,7,85,90,80,70,80,130,2,0,1
751,1,11,70.0,120.0,65.0,45.0,85.0,125.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
526,0,17,65.0,125.0,100.0,55.0,70.0,85.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
357,8,6,50.0,30.0,55.0,65.0,55.0,20.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
261,13,17,80.0,80.0,50.0,40.0,50.0,25.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
725,11,17,36.0,50.0,50.0,65.0,60.0,44.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
716,15,2,82.0,121.0,119.0,69.0,59.0,71.0,6.0,0,119,13,7,85,90,80,70,80,130,2,0,1
316,17,5,91.0,72.0,90.0,129.0,90.0,108.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
64,9,13,40.0,30.0,35.0,50.0,70.0,55.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
481,13,17,46.0,57.0,40.0,40.0,40.0,50.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
68,12,17,38.0,36.0,38.0,32.0,36.0,57.0,6.0,0,119,13,7,85,90,80,70,80,130,2,0,1
462,12,17,55.0,50.0,40.0,40.0,40.0,75.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
479,13,10,90.0,92.0,87.0,75.0,85.0,76.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
479,13,10,90.0,92.0,87.0,75.0,85.0,76.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
111,17,17,43.0,80.0,65.0,50.0,35.0,35.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
417,11,17,80.0,120.0,80.0,120.0,80.0,100.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
131,12,9,60.0,60.0,50.0,40.0,50.0,75.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
418,17,1,95.0,155.0,109.0,70.0,130.0,81.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
589,1,5,65.0,90.0,115.0,45.0,115.0,58.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
425,3,17,70.0,75.0,80.0,135.0,80.0,135.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,0
396,5,14,30.0,40.0,55.0,40.0,55.0,60.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
376,6,17,65.0,95.0,57.0,100.0,85.0,93.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
63,16,14,57.0,24.0,86.0,24.0,86.0,23.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,0
152,2,7,91.0,134.0,95.0,100.0,100.0,80.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
459,17,17,95.0,60.0,79.0,100.0,125.0,81.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
325,13,17,40.0,65.0,95.0,60.0,45.0,35.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
290,12,7,60.0,30.0,30.0,36.0,56.0,50.0,2.0,0,119,13,7,85,90,80,70,80,130,2,0,1
202,6,17,65.0,130.0,60.0,95.0,110.0,65.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
202,6,17,65.0,130.0,60.0,95.0,110.0,65.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
277,3,12,62.0,55.0,52.0,109.0,94.0,109.0,6.0,0,119,13,7,85,90,80,70,80,130,2,0,1
720,12,7,80.0,115.0,80.0,65.0,55.0,93.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
229,15,10,40.0,80.0,100.0,30.0,30.0,20.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
363,17,9,80.0,70.0,70.0,90.0,100.0,70.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
169,0,15,50.0,65.0,85.0,35.0,35.0,55.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
695,4,7,85.0,50.0,95.0,120.0,115.0,80.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
695,4,7,85.0,50.0,95.0,120.0,115.0,80.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
500,17,2,90.0,120.0,100.0,150.0,120.0,100.0,4.0,1,119,13,7,85,90,80,70,80,130,2,0,1
551,9,17,61.0,78.0,95.0,56.0,58.0,57.0,6.0,0,119,13,7,85,90,80,70,80,130,2,0,1
551,9,17,61.0,78.0,95.0,56.0,58.0,57.0,6.0,0,119,13,7,85,90,80,70,80,130,2,0,1
432,0,7,65.0,155.0,120.0,65.0,90.0,105.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
560,2,7,105.0,150.0,90.0,150.0,90.0,95.0,3.0,1,119,13,7,85,90,80,70,80,130,2,0,1
434,1,8,50.0,85.0,125.0,85.0,115.0,20.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
612,3,17,45.0,65.0,34.0,40.0,34.0,45.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
656,12,7,85.0,120.0,70.0,50.0,60.0,100.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
250,17,17,55.0,84.0,105.0,114.0,75.0,52.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
272,5,7,78.0,92.0,75.0,74.0,63.0,118.0,6.0,0,119,13,7,85,90,80,70,80,130,2,0,1
161,10,17,35.0,80.0,50.0,50.0,70.0,120.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
452,16,14,60.0,75.0,100.0,55.0,80.0,50.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,0
217,12,17,75.0,80.0,60.0,65.0,90.0,102.0,6.0,0,119,13,7,85,90,80,70,80,130,2,0,1
242,13,7,75.0,80.0,70.0,65.0,75.0,90.0,1.0,0,119,13,7,85,90,80,70,80,130,2,0,1
758,12,17,64.0,51.0,23.0,51.0,23.0,28.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
491,6,10,60.0,60.0,40.0,65.0,45.0,35.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
491,6,10,60.0,60.0,40.0,65.0,45.0,35.0,3.0,0,119,13,7,85,90,80,70,80,130,2,0,1
199,17,17,49.0,49.0,56.0,49.0,61.0,66.0,4.0,0,119,13,7,85,90,80,70,80,130,2,0,1
121,0,15,70.0,95.0,125.0,65.0,75.0,45.0,5.0,0,119,13,7,85,90,80,70,80,130,2,0,1
517,3,17,20.0,40.0,15.0,35.0,35.0,60.0,2.0,0,119,13,7,85,90,80,70,80,130,2,0,1
347,0,7,55.0,35.0,50.0,55.0,110.0,85.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
509,12,17,45.0,55.0,39.0,35.0,39.0,42.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,1
47,9,13,50.0,75.0,35.0,70.0,30.0,40.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
234,8,2,150.0,120.0,100.0,120.0,100.0,90.0,4.0,1,438,17,1,70,140,70,110,65,105,3,0,1
781,13,7,40.0,45.0,35.0,30.0,40.0,55.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
661,16,10,75.0,85.0,200.0,55.0,65.0,30.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
661,16,10,75.0,85.0,200.0,55.0,65.0,30.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
583,5,17,75.0,125.0,75.0,30.0,75.0,85.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,1
50,12,17,59.0,45.0,40.0,35.0,40.0,31.0,4.0,0,438,17,1,70,140,70,110,65,105,3,0,1
714,6,17,78.0,84.0,78.0,109.0,85.0,100.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
109,6,5,60.0,85.0,60.0,85.0,60.0,55.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
109,6,5,60.0,85.0,60.0,85.0,60.0,55.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
233,8,2,150.0,100.0,120.0,100.0,120.0,90.0,4.0,1,438,17,1,70,140,70,110,65,105,3,0,1
279,0,5,80.0,125.0,75.0,40.0,95.0,85.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
100,17,17,71.0,73.0,88.0,120.0,89.0,59.0,6.0,0,438,17,1,70,140,70,110,65,105,3,0,1
12,15,11,77.0,59.0,50.0,67.0,63.0,46.0,6.0,0,438,17,1,70,140,70,110,65,105,3,0,1
616,14,7,72.0,58.0,80.0,103.0,80.0,97.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,1
419,0,5,80.0,185.0,115.0,40.0,105.0,75.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
449,12,17,40.0,45.0,35.0,40.0,40.0,90.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
537,10,6,100.0,180.0,160.0,150.0,90.0,90.0,3.0,1,438,17,1,70,140,70,110,65,105,3,0,1
470,14,4,40.0,45.0,65.0,100.0,120.0,90.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
662,12,17,85.0,110.0,90.0,45.0,90.0,80.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,1
725,11,17,36.0,50.0,50.0,65.0,60.0,44.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,1
284,5,17,50.0,120.0,53.0,35.0,110.0,87.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
716,15,2,82.0,121.0,119.0,69.0,59.0,71.0,6.0,0,438,17,1,70,140,70,110,65,105,3,0,1
722,14,17,48.0,72.0,48.0,72.0,48.0,48.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
120,17,17,65.0,80.0,80.0,59.0,63.0,58.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
615,8,17,44.0,75.0,35.0,63.0,33.0,45.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
64,9,13,40.0,30.0,35.0,50.0,70.0,55.0,4.0,0,438,17,1,70,140,70,110,65,105,3,0,1
312,0,13,45.0,25.0,50.0,25.0,25.0,35.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
516,17,17,80.0,80.0,80.0,80.0,80.0,80.0,4.0,0,438,17,1,70,140,70,110,65,105,3,0,1
567,2,6,100.0,120.0,100.0,150.0,120.0,90.0,5.0,1,438,17,1,70,140,70,110,65,105,3,0,1
649,0,13,40.0,60.0,40.0,40.0,40.0,30.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
173,13,17,35.0,60.0,44.0,40.0,54.0,55.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
605,0,8,1.0,90.0,45.0,30.0,30.0,40.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
58,12,17,95.0,110.0,95.0,40.0,95.0,55.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,1
711,9,17,55.0,68.0,64.0,45.0,55.0,31.0,4.0,0,438,17,1,70,140,70,110,65,105,3,0,1
371,5,17,80.0,100.0,70.0,50.0,60.0,45.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
78,0,17,50.0,35.0,55.0,25.0,25.0,15.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
523,3,17,35.0,55.0,40.0,50.0,50.0,90.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
271,8,13,45.0,50.0,45.0,115.0,55.0,95.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
322,16,4,57.0,80.0,91.0,80.0,87.0,75.0,6.0,0,438,17,1,70,140,70,110,65,105,3,0,1
69,0,17,40.0,29.0,45.0,29.0,45.0,36.0,4.0,0,438,17,1,70,140,70,110,65,105,3,0,1
24,16,15,50.0,70.0,100.0,40.0,40.0,30.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
458,1,17,70.0,90.0,70.0,60.0,60.0,70.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
631,17,14,95.0,75.0,110.0,100.0,80.0,30.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
595,9,17,40.0,40.0,50.0,30.0,30.0,30.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
202,6,17,65.0,130.0,60.0,95.0,110.0,65.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
162,12,17,100.0,70.0,70.0,65.0,65.0,45.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
240,9,13,60.0,65.0,70.0,85.0,75.0,40.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
508,0,9,60.0,95.0,80.0,60.0,80.0,30.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
4,16,8,60.0,150.0,50.0,150.0,50.0,60.0,6.0,0,438,17,1,70,140,70,110,65,105,3,0,1
229,15,10,40.0,80.0,100.0,30.0,30.0,20.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
57,15,17,50.0,80.0,95.0,10.0,45.0,10.0,4.0,0,438,17,1,70,140,70,110,65,105,3,0,1
471,17,17,50.0,70.0,50.0,50.0,50.0,40.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
25,11,7,90.0,85.0,100.0,95.0,125.0,85.0,1.0,1,438,17,1,70,140,70,110,65,105,3,0,1
329,10,1,60.0,82.0,45.0,45.0,45.0,74.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,1
611,9,1,90.0,100.0,60.0,90.0,60.0,80.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
7,16,15,70.0,110.0,180.0,60.0,60.0,50.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
133,12,17,70.0,65.0,65.0,55.0,55.0,70.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,1
591,0,7,70.0,110.0,80.0,55.0,80.0,105.0,1.0,0,438,17,1,70,140,70,110,65,105,3,0,1
298,12,4,90.0,30.0,15.0,40.0,20.0,15.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
486,0,7,61.0,90.0,45.0,50.0,50.0,160.0,3.0,0,438,17,1,70,140,70,110,65,105,3,0,0
696,4,17,35.0,20.0,65.0,40.0,65.0,20.0,2.0,0,438,17,1,70,140,70,110,65,105,3,0,1
203,6,7,62.0,73.0,55.0,56.0,52.0,84.0,6.0,0,438,17,1,70,140,70,110,65,105,3,0,1
755,9,4,60.0,67.0,85.0,77.0,75.0,116.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,0
255,8,9,75.0,95.0,122.0,58.0,75.0,69.0,6.0,0,438,17,1,70,140,70,110,65,105,3,0,1
324,16,17,60.0,100.0,115.0,70.0,85.0,90.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,1
562,12,17,110.0,160.0,110.0,80.0,110.0,100.0,4.0,1,438,17,1,70,140,70,110,65,105,3,0,1
121,0,15,70.0,95.0,125.0,65.0,75.0,45.0,5.0,0,438,17,1,70,140,70,110,65,105,3,0,1
667,9,17,75.0,75.0,55.0,105.0,85.0,30.0,2.0,0,7,16,15,70,110,180,60,60,50,3,0,1
191,3,7,50.0,65.0,107.0,105.0,107.0,86.0,4.0,0,7,16,15,70,110,180,60,60,50,3,0,0
429,14,5,106.0,190.0,100.0,154.0,100.0,130.0,1.0,1,7,16,15,70,110,180,60,60,50,3,0,0
660,17,17,30.0,45.0,55.0,70.0,55.0,85.0,1.0,0,7,16,15,70,110,180,60,60,50,3,0,0
